id,a,b,c,d,e,f,g,h,i,j,k,l,m,n
7991,38,2,118487,0,14,4,3,4,0,1,4935,1,33,0
3938,39,2,82623,5,11,2,6,4,0,0,1,1,41,0
5796,62,5,190611,0,14,1,5,1,0,0,1,1,46,0
20883,23,2,157333,5,11,0,3,3,0,1,1,1,41,0
8671,59,2,153552,1,10,2,5,4,0,1,1,1,24,0
8783,49,2,162817,6,13,1,7,1,0,0,1,1,46,0
15771,38,2,365740,6,13,1,10,1,0,0,1,1,41,0
5737,31,2,174705,2,8,1,9,1,1,0,1,1,41,0
8143,20,2,389756,1,10,0,2,3,0,0,1,1,17,0
30898,18,4,192388,4,6,0,4,3,0,0,1,1,46,0
8632,61,1,148493,1,10,1,6,1,0,0,1,1486,51,0
7338,25,2,199699,6,13,1,2,1,0,0,1,1,49,0
20631,40,2,160124,1,10,6,0,0,0,1,1,1,41,0
1521,33,2,104526,1,10,1,6,1,0,0,2408,1,41,0
15702,63,2,99471,1,10,1,1,1,0,0,1,1,46,0
26226,36,2,509463,0,14,0,1,0,0,1,1,1,46,0
13757,58,2,513441,3,15,1,1,1,0,0,1,1,41,4
11867,27,2,101813,1,10,0,9,4,0,0,5722,1,41,0
22343,65,2,285053,5,11,6,1,0,0,1,1,1,11,0
16724,22,2,438140,1,10,0,5,0,0,0,1,1,51,0
12150,42,2,408230,5,11,0,0,0,0,0,1,1,16,0
4652,38,4,170862,0,14,0,3,0,0,1,1,1,46,0
24546,44,5,170786,5,11,1,5,1,0,0,1,1,56,0
9741,28,2,275111,1,10,1,2,1,1,0,1,1,81,0
7209,54,2,299081,5,11,0,0,4,1,1,1,1,41,0
31047,46,2,191099,0,14,1,3,1,2,0,1,1,41,27
11433,34,0,85633,5,11,1,0,2,0,1,1,1,41,0
30204,28,2,243570,2,8,1,2,1,0,0,3943,1,41,0
8062,49,1,100932,5,11,0,0,0,0,0,1,1,41,0
12419,51,2,81254,1,10,1,4,2,2,1,1,1,31,0
9101,24,2,347874,6,13,0,3,0,2,1,1,1,31,36
27393,29,2,133626,1,10,1,7,1,1,0,1,1,41,0
13250,37,2,132564,10,16,1,0,2,0,1,1,1,16,0
12082,29,0,134814,0,14,0,3,0,0,0,1,1,66,0
20344,77,1,236879,1,10,1,6,1,0,0,1,1,31,0
9096,46,2,145638,7,12,0,5,0,0,1,14345,1,49,0
7355,40,2,224542,6,13,1,6,1,0,0,1,1,41,0
5989,33,2,349029,1,10,1,6,1,0,0,1,1,41,0
9040,27,2,129807,12,7,0,2,3,0,0,1,1,41,0
12251,47,3,362836,6,13,1,3,1,0,0,1,1,41,10
1984,61,5,197554,5,11,1,1,1,0,0,7689,1,51,0
19270,68,5,73560,1,10,1,1,1,0,0,9387,1,51,0
14909,36,2,203989,1,10,2,5,0,0,0,1,1,61,0
11409,37,3,403490,3,15,1,3,1,0,0,1,1,46,0
3778,64,2,113325,5,11,1,11,1,0,0,1,1,41,0
18987,49,2,182542,0,14,1,3,1,0,0,15025,1,46,0
22416,49,2,176811,1,10,1,4,1,0,0,1,1,41,0
30070,23,2,192456,1,10,0,0,4,0,1,1,1,41,0
241,42,1,196002,1,10,1,4,2,0,1,1,1,21,0
28782,35,2,226526,7,12,0,4,3,0,0,1,1,41,0
25061,50,5,246740,5,11,1,6,1,0,0,1,1,46,0
11574,38,2,194631,1,10,2,6,0,0,0,1,1,51,0
5042,46,2,256867,1,10,1,3,1,0,0,1,1,46,0
5767,59,2,105364,1,10,1,9,1,0,0,1,1,41,22
8778,34,2,394448,3,15,1,3,1,0,0,1,1,34,0
6073,59,4,44247,4,6,1,7,1,0,0,1,1,41,0
8405,32,2,300829,1,10,0,2,0,1,0,1,1,31,0
2158,27,2,179865,1,10,1,9,1,0,0,1,1,41,0
11241,27,2,198290,15,9,0,8,5,0,0,1,1,41,6
11716,26,2,161632,5,11,1,6,1,0,0,1,1,41,0
7490,37,3,125934,0,14,0,3,3,0,0,1,2259,41,0
12664,24,2,72923,5,11,0,5,0,0,1,1,1,31,0
3336,34,2,262440,1,10,1,0,2,0,1,1,1,36,0
20959,44,2,187862,1,10,4,7,4,0,1,1,1,45,0
16273,42,2,205154,7,12,1,1,1,0,0,1,1,41,0
31213,24,2,129346,5,11,0,4,0,0,0,1,1,26,0
9674,57,2,246688,5,11,2,0,0,0,1,1,1,41,0
12566,32,2,181752,1,10,2,0,0,0,1,1,1,41,0
8345,37,2,49795,1,10,1,6,1,0,0,1,1,46,0
28,55,2,99517,1,10,1,6,1,0,0,1,1,36,0
15786,33,2,198266,13,3,0,1,3,0,0,1,1,22,0
1302,38,0,62429,5,11,0,3,4,1,1,1,1,16,0
16314,53,4,43910,1,10,2,0,4,1,1,1,1,41,0
25713,33,2,183305,7,12,1,7,1,0,0,1,1,100,0
15896,38,3,133527,0,14,1,0,1,0,0,1,1,41,0
26674,43,2,121056,0,14,1,5,1,0,0,1,1,61,0
12143,32,2,143084,3,15,1,1,2,0,1,1,1,41,0
13873,38,2,386462,11,4,2,9,4,0,0,1,1,46,4
1668,53,2,94392,1,10,1,0,1,0,0,1,1,41,0
13432,32,1,229947,1,10,1,3,1,0,0,1,1,41,15
18122,32,2,243443,1,10,1,0,1,0,0,1,1,51,0
20962,28,2,302423,5,11,0,9,3,0,0,1,1,41,0
23471,33,2,340918,0,14,0,3,0,0,0,1,1,51,0
3230,41,2,259758,5,11,1,5,1,0,0,1,1,51,0
20173,55,4,375135,7,12,2,6,0,0,0,1,1,41,0
10331,38,0,348961,0,14,1,3,1,0,0,1,1,37,0
23763,41,2,270148,3,15,0,1,0,0,1,1,1,41,0
21022,27,1,253900,0,14,2,5,0,0,0,1,1,41,0
5545,22,4,38772,5,11,0,0,3,0,0,1,1,41,0
18711,69,4,31726,1,10,1,8,1,0,0,1,1,41,0
29261,43,2,240256,7,12,1,3,1,1,0,1,1,41,0
3318,27,2,159733,5,11,1,1,1,0,0,1,1,61,0
7929,42,0,110557,3,15,1,1,2,1,1,1,1,41,0
11022,21,2,165202,5,11,0,0,3,0,1,1,1,5,0
8838,39,2,80681,12,7,2,5,0,0,1,1,1,41,0
12173,56,4,99132,1,10,1,3,5,0,1,1,2247,41,0
24227,24,2,152190,6,13,0,4,0,0,0,1,1,41,0
15989,25,2,109870,5,11,0,4,3,0,0,1,1,41,0
31139,28,2,215505,0,14,1,5,1,0,0,1,1849,56,0
31206,52,5,192974,0,14,1,11,1,1,0,1,1,41,0
22050,44,2,214782,3,15,1,3,1,0,0,5179,1,41,0
29020,24,2,202990,1,10,0,3,0,0,0,1,1,41,9
13400,38,2,67126,1,10,2,5,0,0,0,1,1,61,0
15850,18,2,73339,2,8,0,5,3,0,0,1,1,21,0
30874,39,1,89203,5,11,2,6,0,0,0,1,1,41,0
27983,47,2,122027,1,10,1,6,1,0,0,1,1,51,0
11069,35,1,234961,0,14,1,3,1,1,0,1,1888,49,0
5575,59,1,54567,5,11,1,8,1,0,0,1,1,36,0
7995,39,2,196555,10,16,4,3,0,0,0,1,1,36,0
2839,27,2,552530,1,10,1,9,2,1,1,1,1,41,0
14949,37,2,184113,10,16,1,3,2,0,1,15025,1,46,0
17622,41,2,146909,9,17,1,3,1,0,0,1,1,61,0
16156,46,2,121677,5,11,1,3,2,0,1,1,1,37,0
20470,20,2,197749,2,8,2,5,4,0,1,1,1,21,0
11630,23,3,65548,5,11,0,1,0,1,0,1,1,41,0
27858,56,2,143031,1,10,2,9,0,0,1,1,1,41,0
13875,48,2,281402,11,4,2,5,5,0,1,1,1,33,4
27756,25,2,72144,0,14,0,5,0,0,1,1,1,21,0
1586,52,2,71047,5,11,2,1,4,0,0,1,1,46,32
3400,25,1,240161,1,10,0,6,0,0,0,1,1,36,0
12860,52,1,118260,1,10,1,6,1,0,0,3138,1,61,0
18822,39,2,52964,0,14,0,0,0,0,1,1,1,51,0
9755,39,2,91858,1,10,1,6,1,0,0,1,1,45,0
634,43,2,173889,1,10,3,0,0,0,0,1,1,53,0
17875,32,2,102271,8,5,2,9,4,0,1,1,1,41,0
1113,42,1,54612,1,10,1,7,1,0,0,7299,1,51,0
31385,25,2,236697,1,10,1,2,3,0,0,1,1,36,0
31657,68,0,261204,8,5,1,7,1,0,0,1,1,36,0
4351,22,2,283970,1,10,0,4,3,0,0,1,1,41,4
9623,54,2,233781,7,12,2,0,0,1,1,2203,1,41,0
22650,52,2,357950,0,14,2,3,0,0,1,1,1,17,0
4854,26,2,74884,0,14,0,10,0,2,1,1,1093,41,12
4551,59,0,139737,1,10,0,0,0,0,0,1,1742,41,0
2495,35,2,262119,7,12,0,1,4,3,1,1,1,41,0
5594,67,2,142502,1,10,0,4,5,1,1,1,1,4,0
8918,35,5,314376,5,11,1,5,1,0,0,1,1,61,0
2137,43,3,153144,5,11,2,0,5,0,1,1,1,41,6
14471,62,2,173867,12,7,1,9,1,0,0,1,1,46,0
26886,49,0,171927,10,16,1,3,1,0,0,15025,1,51,0
4731,44,2,212895,1,10,2,6,5,0,0,1,1,41,0
4407,39,0,34494,5,11,2,1,4,0,1,1,1,41,0
8976,23,2,92610,1,10,0,6,4,0,0,1,1,51,0
2498,58,2,206207,0,14,1,5,1,0,0,1,1,41,0
24612,23,2,56583,1,10,0,8,0,0,0,1,1,51,0
30567,41,2,168072,6,13,2,3,0,0,0,1,1,51,0
8454,40,0,210151,3,15,0,11,0,0,1,1,1,41,0
6725,42,2,327724,1,10,2,1,0,0,0,1,1,41,0
14156,22,2,44794,5,11,0,0,0,0,0,1,1,66,0
5685,39,4,156384,5,11,0,11,4,1,1,1,1,41,0
236,53,2,152374,5,11,1,10,1,0,0,5014,1,41,0
27464,36,5,186846,0,14,1,5,3,0,0,5179,1,51,0
6747,22,2,176691,5,11,0,4,3,0,0,1,1,25,0
4183,30,2,210868,2,8,4,6,4,0,0,1,1,41,0
14787,37,4,152022,2,8,2,4,4,1,1,1,1,31,0
27392,44,2,218310,0,14,2,5,0,0,1,1,1,51,0
2723,64,2,60460,5,11,2,0,0,0,1,1,1,38,0
10067,20,2,208067,5,11,0,5,3,0,1,1,1,21,0
4917,26,2,252753,5,11,0,3,0,0,1,1,1,9,0
977,61,1,123191,4,6,1,1,1,0,0,1,1888,68,0
28292,55,2,98437,3,15,1,4,1,0,0,1,1,41,0
6105,38,2,168476,1,10,1,1,1,0,0,1,1,41,0
11735,52,2,203436,1,10,2,5,0,0,1,1,1,41,0
10512,38,2,100509,1,10,1,6,1,0,0,1,1,41,0
13653,39,2,358683,5,11,1,2,1,0,0,1,1,41,0
14199,33,2,204664,1,10,0,7,3,0,0,1,1,46,0
3440,30,2,140928,0,14,1,0,1,0,0,1,1,41,0
5355,36,2,40136,5,11,1,2,1,0,0,1,2043,41,0
7542,36,2,214379,1,10,0,0,3,0,1,1,1,41,0
14655,33,2,134887,1,10,1,0,2,0,1,1,1,41,0
31261,25,2,222854,5,11,0,6,4,0,0,1,1,51,0
9470,21,2,256212,5,11,0,9,5,2,0,1,1,41,36
11769,34,1,41211,0,14,1,8,1,0,0,1,1,76,0
10410,29,1,211033,2,8,0,6,0,0,0,1,1,41,4
9922,20,2,111233,1,10,0,5,3,0,0,1,1,41,0
387,41,2,210494,2,8,6,0,4,0,1,1,1,41,0
27436,39,2,103475,0,14,0,10,0,0,1,1,1,46,0
13403,32,2,63862,1,10,2,5,0,0,1,1,1,35,0
9149,32,1,132706,1,10,1,6,1,0,0,1,1,51,0
5129,55,2,106729,0,14,1,10,1,0,0,1,1,41,0
9664,38,2,109473,4,6,2,4,0,0,1,1,1,41,0
3129,67,2,204284,8,5,1,7,1,1,0,1,1,41,0
20206,46,2,474618,1,10,2,5,4,1,0,5456,1,41,0
7199,46,4,93664,5,11,2,0,4,0,1,1,1,36,0
545,33,2,84180,1,10,0,2,0,0,1,1,1,46,0
28883,32,4,102131,3,15,1,3,1,0,0,1,1,46,0
4893,40,4,32588,5,11,1,1,1,3,0,1,1486,41,0
13601,25,2,89155,4,6,0,4,0,0,0,1,1,41,24
15505,40,2,225606,1,10,1,8,1,0,0,1,1,25,0
18246,24,2,120047,6,13,0,0,3,0,0,1,1,41,0
6585,33,2,262093,0,14,1,3,1,0,0,7299,1,51,0
6539,48,2,123426,1,10,0,1,3,0,0,1,1,42,0
9405,46,4,175959,4,6,0,4,3,0,0,1,1,41,0
16188,42,2,145523,0,14,0,3,0,0,1,1,1,46,0
31211,37,2,325375,5,11,1,6,1,0,0,1,1,41,0
9233,67,1,99928,1,10,6,10,0,0,1,1,1,46,0
8064,32,3,334347,0,14,1,1,1,0,0,1,1,41,0
8474,56,5,160814,1,10,4,5,0,0,1,1,1,61,0
27306,41,2,137422,1,10,1,7,1,2,0,1,1,61,33
9392,27,2,158847,0,14,0,2,3,0,0,1,1,45,0
22896,20,2,126502,2,8,0,0,3,3,1,1,1,16,5
24815,51,2,23687,5,11,1,0,5,0,1,1,1,36,0
7345,52,2,299354,5,11,2,4,4,0,1,1,1,57,0
8734,36,2,415168,0,14,1,1,1,0,0,1,1,61,0
5025,30,4,370676,3,15,0,3,0,0,1,1,1,51,0
7502,41,2,331652,5,11,4,4,0,0,1,1,1,41,0
9718,50,1,163353,10,16,1,3,1,0,0,1,1,86,0
7781,53,2,119112,1,10,1,9,1,0,0,1,1,41,0
26317,36,2,241307,7,12,1,10,1,0,0,1,1,41,0
4610,31,2,350980,1,10,1,6,1,2,0,1,1,41,19
9075,24,2,210339,0,14,0,0,3,1,1,1,1,31,0
30052,59,2,110214,1,10,6,0,0,0,1,1,1,41,0
17958,34,5,128017,1,10,6,5,4,0,1,1,1,41,0
12840,28,2,328982,1,10,0,9,4,1,0,1,1,41,0
17208,45,2,230685,1,10,1,7,1,0,0,1,1,46,0
21333,30,2,85573,0,14,1,1,2,0,1,1,1,43,0
6441,29,2,338377,0,14,0,3,3,0,0,1,1,41,0
8992,34,2,154228,5,11,1,9,1,0,0,1,1,41,0
20755,20,2,35866,5,11,0,2,0,0,1,1,1,36,0
7713,29,2,50815,1,10,0,0,0,0,1,1,1,41,0
4144,53,2,114063,1,10,2,6,4,0,1,1,1,41,0
12387,34,2,374834,13,3,3,8,4,0,0,1,1,41,4
29116,23,2,162283,7,12,0,1,3,0,0,1,1,41,0
29669,25,2,204173,1,10,0,2,3,0,1,1,1,49,0
13086,23,2,180450,5,11,1,2,1,0,0,1,1,29,0
1546,18,2,163495,12,7,0,5,3,0,0,1,1,31,0
16751,65,1,178473,4,6,4,7,0,0,0,1,1,46,0
10229,47,2,224560,1,10,1,6,1,1,0,1,1,36,0
29361,47,2,164428,1,10,2,0,3,0,1,1,1,46,0
2626,53,3,30732,1,10,1,1,1,0,0,7299,1,41,0
22823,36,0,94530,1,10,2,11,4,0,1,1,1,41,0
18087,51,4,163999,0,14,1,11,1,0,0,1,1,45,0
7930,47,1,265098,1,10,1,6,1,0,0,1,1,41,10
12774,25,2,112460,3,15,0,3,0,0,1,1,1,46,0
17288,48,2,145291,1,10,1,9,1,0,0,1,1,46,0
13060,64,2,201632,4,6,1,8,1,1,0,1,1,41,0
991,42,2,194637,7,12,1,9,1,0,0,1,1,41,0
27991,21,2,250166,1,10,1,5,1,0,0,1,1,41,0
21287,18,2,121426,2,8,0,0,3,0,1,1,1,17,0
9128,19,5,119423,1,10,0,4,4,2,1,1,1,31,3
7151,27,2,195995,0,14,4,5,0,0,1,1,1,41,0
30539,46,2,172275,9,17,2,3,4,1,1,1,3005,36,0
2937,62,2,119685,1,10,1,4,1,0,0,1,1,51,0
8982,91,2,225064,1,10,1,6,1,2,0,1,1,41,5
8806,91,2,87373,10,16,1,3,1,0,0,20052,1,73,0
129,40,2,365740,5,11,2,6,0,0,0,1,1,41,0
25873,50,2,24713,0,14,0,4,0,2,1,1,1,36,12
6427,40,2,387431,1,10,0,4,0,0,0,1,1,19,0
16129,45,2,105897,0,14,2,3,0,0,1,1,1,37,0
9036,31,2,255487,1,10,1,4,1,1,0,1,1,26,0
6347,24,2,117768,1,10,0,0,3,0,0,1,1,37,0
8039,32,2,198069,10,16,1,3,1,0,0,1,1,51,0
10592,40,2,103711,1,10,0,5,4,0,1,1,1,61,0
1872,32,2,157888,5,11,1,1,1,0,0,1,1,66,0
29616,34,0,173807,3,15,0,3,0,0,0,1,1,31,0
7563,29,0,175390,6,13,0,0,3,0,1,1,1,41,4
8861,45,3,320452,0,14,1,3,1,2,0,15025,1,41,12
4545,32,2,155915,5,11,1,8,1,0,0,1,1,41,0
1779,35,4,176803,2,8,4,4,4,1,1,1,1,41,0
11978,43,0,184683,6,13,2,4,0,0,1,1,1,41,0
6587,44,2,147100,0,14,1,3,2,0,1,1,1,31,0
11426,20,2,47236,5,11,0,4,0,0,1,1,1,76,0
2110,51,2,98228,1,10,2,6,0,0,0,1,1,41,0
28325,58,5,127729,10,16,1,3,1,0,0,15025,1,61,0
28295,45,2,90689,1,10,0,9,0,2,1,1,1,46,19
13736,42,2,195097,0,14,1,1,1,0,0,1,1,51,0
27231,24,2,234664,1,10,0,7,3,0,0,1,1,41,0
21354,47,2,145291,5,11,1,6,1,0,0,1,1,41,0
14904,52,2,201063,1,10,1,4,5,1,1,1,1,41,2
24512,29,2,177956,2,8,1,0,2,0,1,1,1,41,4
28758,66,2,176797,9,17,6,3,0,0,1,1,1,41,0
6112,42,2,82050,1,10,1,6,1,0,0,1,1,41,0
5303,20,2,125592,5,11,0,4,3,0,1,1,1,41,0
12045,25,2,125013,0,14,3,0,3,1,1,1,1,21,0
4796,30,2,232915,7,12,0,0,3,1,1,1,1,41,0
25116,30,2,275111,5,11,4,2,0,1,0,1,1,43,0
377,25,2,154836,1,10,0,1,3,2,1,1,1,41,5
19325,61,3,237318,7,12,2,3,4,0,0,4935,1,41,0
15929,33,2,119125,0,14,0,3,3,0,0,1,1,41,0
24918,32,3,113689,1,10,0,9,4,0,1,1,1,41,0
4654,24,2,148891,5,11,0,2,3,0,1,1,1,26,0
27565,41,5,475323,0,14,4,6,3,0,0,1,1,51,0
8753,32,2,374834,13,3,1,2,1,0,0,1,1,41,4
29749,20,2,333954,15,9,0,4,5,0,1,1,1,31,0
25204,32,2,348505,0,14,1,1,1,0,0,1,1,51,0
23815,72,5,66625,0,14,1,1,1,0,0,1,2393,61,0
3833,44,2,193495,5,11,1,3,1,0,0,1,1,41,0
639,25,2,403108,11,4,0,2,5,0,0,1,1,41,4
23638,48,2,47248,5,11,1,0,2,0,1,1,1,41,0
27972,32,2,151054,5,11,1,7,1,0,0,5179,1,41,0
7460,55,4,31534,3,15,1,0,1,0,0,7299,1,41,0
8431,54,2,203968,1,10,0,0,0,0,0,1,1,41,0
2361,27,2,256001,10,16,1,3,1,0,0,100000,1,61,0
30248,52,2,154343,3,15,1,3,1,0,0,7689,1,46,0
6041,27,1,227859,5,11,0,4,0,0,1,1,1,49,0
21010,39,1,255504,2,8,2,1,0,0,0,1,1,56,0
14284,18,5,325172,12,7,0,4,3,1,0,1,1,36,0
2061,26,2,171473,7,12,0,0,0,0,1,1,1,43,0
2116,38,2,35331,1,10,2,6,0,0,0,1,1670,56,0
2054,21,2,170039,1,10,0,5,0,0,1,1,1,41,0
6540,53,2,123990,0,14,1,1,1,0,0,1,1,41,0
4747,43,2,107763,3,15,1,3,1,0,0,1,1,41,0
3815,65,3,113571,6,13,1,11,1,1,0,1,1,41,0
23053,57,1,175965,5,11,2,4,0,0,1,1,1,41,0
6867,48,2,359767,8,5,2,2,5,1,0,1,1,41,0
13578,23,2,60553,5,11,0,5,3,0,1,1,1,41,0
5163,28,2,133938,3,15,0,5,3,0,0,1,1,41,0
12228,32,1,197194,1,10,0,4,0,0,0,1,1,28,0
14366,43,2,87285,10,16,1,3,1,0,0,7299,1,36,0
5879,20,2,414872,1,10,0,6,3,0,0,1,1,41,0
767,27,2,201636,1,10,0,0,0,0,1,1,1,41,0
14187,32,2,59497,5,11,1,0,1,0,0,1,1,51,0
623,30,2,34384,7,12,1,7,1,0,0,1,1,56,0
27505,27,2,61604,11,4,1,2,1,4,0,1,1,41,4
24033,26,4,182381,1,10,0,6,3,0,0,1,1,41,0
7980,45,2,209094,0,14,0,3,0,0,0,1,1,41,0
17552,24,2,209035,1,10,1,9,2,0,1,3943,1,41,0
2684,79,4,136199,0,14,1,1,1,0,0,1,1,16,0
25013,34,2,119034,4,6,1,2,1,0,0,1,1,41,0
26717,25,2,189750,2,8,1,6,1,0,0,1,1,41,0
3662,19,2,152172,5,11,0,4,0,0,0,1,1,26,0
14343,41,2,170414,1,10,2,0,0,0,1,1,1742,41,0
10625,49,3,55378,1,10,1,7,1,1,0,1,1,56,2
19193,45,4,189957,0,14,1,11,2,1,1,15025,1,41,0
12888,44,1,175944,5,11,0,6,0,0,1,1,1,15,0
13212,46,4,278304,6,13,1,1,1,0,0,1,1,41,0
13667,41,0,353688,1,10,1,1,2,0,1,1,1,41,0
20258,50,2,296850,5,11,1,1,1,0,0,1,1,41,0
17932,72,2,137500,1,10,6,5,5,0,1,1,1,17,0
1498,38,1,227254,14,2,1,5,1,0,0,1,1,31,4
15397,41,2,362483,7,12,1,5,1,0,0,1,1,51,0
17975,22,2,213342,2,8,3,2,3,0,0,1,1763,41,23
13610,41,1,179534,1,10,1,7,1,0,0,1,1,76,0
2969,32,5,136403,6,13,1,5,1,0,0,1,1,41,0
9420,34,2,245778,1,10,2,5,0,0,0,1,1,41,0
16222,41,2,275447,1,10,0,5,3,1,0,1,1,41,0
25859,37,0,86806,5,11,1,1,2,0,1,7299,1,40,0
4637,34,2,203489,0,14,1,3,1,0,0,15025,1,51,0
995,57,2,112841,1,10,1,1,1,0,0,1,1,56,0
3653,51,2,260053,0,14,2,1,4,0,0,15021,1,41,0
13658,43,2,112495,5,11,1,6,1,0,0,7299,1,36,0
7746,44,4,212207,7,12,1,0,2,0,1,1,1,41,0
3550,40,4,187128,5,11,1,1,1,0,0,1,1,41,0
11626,50,2,204630,0,14,1,5,1,0,0,1,1,41,0
15202,57,2,217776,1,10,2,7,0,0,0,1,1,51,0
28909,42,2,182304,5,11,1,5,1,0,0,1,1,51,0
31013,51,2,187831,3,15,2,1,0,0,0,1,1,63,0
7269,47,2,114121,5,11,2,10,0,0,1,1,1,39,0
24219,46,1,34447,1,10,1,7,1,0,0,1,1,51,0
1443,39,2,27998,7,12,2,6,0,0,0,1,1,41,0
15455,49,2,182212,1,10,1,6,1,0,0,1,1,45,0
16656,52,2,171410,5,11,1,7,1,0,0,1,1,41,0
6967,61,2,230546,8,5,2,0,0,0,1,1,1,36,1
28074,30,2,144785,1,10,0,4,0,1,1,1,1,41,0
17164,23,2,94663,7,12,0,6,0,0,0,1,1,45,0
21161,30,2,263006,3,15,1,1,1,0,0,1,1,46,10
7155,53,2,99737,3,15,2,3,4,0,0,15021,1,51,0
10029,34,2,174790,5,11,0,9,0,0,0,1,1,41,0
65,37,2,155538,1,10,1,6,1,0,0,1,1,41,0
10237,40,2,317435,1,10,0,1,3,0,0,1,1,41,0
2267,33,4,286102,1,10,0,7,4,1,1,1,1,38,0
3058,30,2,173653,5,11,0,0,3,0,1,1,1,41,0
3976,50,3,276310,5,11,2,1,0,0,0,1,1,41,0
11961,39,1,129574,3,15,0,3,0,0,0,1,1,41,0
10571,33,2,63911,1,10,2,0,3,2,1,1,1,41,0
9379,25,2,237263,5,11,0,0,0,0,1,1,1,36,0
32398,25,2,222006,1,10,0,4,5,0,0,1,1,31,0
15866,42,2,230960,0,14,0,0,3,2,1,1,1,41,12
1844,36,2,194405,0,14,1,3,1,0,0,1,1,41,0
11051,40,2,142708,7,12,1,9,1,0,0,1,1,41,0
480,40,2,85784,0,14,1,0,2,0,1,1,1,29,0
10379,47,4,344173,6,13,1,11,1,0,0,1,1,50,0
15187,44,2,191197,5,11,1,1,1,0,0,1,1,56,0
16877,50,0,216735,10,16,2,1,0,0,1,1,1,41,0
13092,35,2,121322,1,10,1,7,1,0,0,1,1,51,0
20331,23,2,290505,1,10,1,6,1,0,0,1,1,41,0
20818,55,1,168724,1,10,1,5,1,0,0,1,1,41,0
6741,55,2,151581,0,14,1,0,1,0,0,1,1,41,25
2159,52,0,88021,0,14,1,3,1,1,0,1,1,41,0
25029,34,2,275633,1,10,1,7,1,0,0,1,1,41,0
11622,25,2,131231,5,11,0,3,0,0,0,1,1,41,0
23779,31,2,94246,5,11,1,2,1,0,0,1,1,41,0
2768,39,2,215393,7,12,1,3,2,0,1,7299,1,46,0
5962,23,2,203077,12,7,1,2,1,0,0,1,1,41,0
26670,35,2,174790,0,14,0,4,0,0,0,1,2002,41,0
13889,34,2,155476,1,10,1,5,1,0,0,1,1,41,0
28684,21,2,181676,1,10,0,4,0,0,0,1,1,41,0
7317,68,5,330145,3,15,1,5,1,0,0,1,1,49,0
6790,68,2,217029,3,15,0,4,0,0,1,1,1,41,0
7491,23,2,444555,0,14,0,1,0,0,0,1,1,51,0
987,32,3,165950,0,14,0,1,0,0,1,1,1,46,0
27699,25,2,145112,1,10,0,9,0,0,0,1,1,46,0
17510,37,2,186809,0,14,1,6,3,0,0,1,1,41,0
6181,43,2,324422,1,10,2,5,0,0,0,1,1,21,0
31301,37,2,261242,1,10,1,9,1,0,0,1,1,51,0
28680,46,2,306890,0,14,1,1,2,0,1,1,1,41,0
5718,57,2,161945,1,10,1,9,1,0,0,1,1,41,0
9440,52,2,279453,11,4,1,8,1,0,0,1,1,71,4
6635,27,3,73048,5,11,1,1,1,0,0,1,1,33,0
26037,30,2,208578,1,10,1,3,1,0,0,1,1,41,0
22544,63,2,205644,10,16,1,6,1,0,0,1,1,46,0
8892,24,4,40022,5,11,2,0,4,0,1,1,1,71,0
25613,42,2,274364,5,11,4,5,0,0,0,1,1,81,0
25041,42,4,67672,3,15,1,3,1,0,0,1,1,51,0
22107,18,2,438997,12,7,0,4,5,0,0,1,1,41,4
18873,28,2,244403,6,13,0,1,0,0,1,1,1,41,0
29199,20,2,264594,5,11,0,5,5,0,0,1,1,41,0
5721,37,2,428252,0,14,0,10,3,0,0,1,1,41,0
11878,45,2,358200,5,11,1,5,1,0,0,1,1,46,0
1514,37,2,166550,1,10,1,6,1,0,0,1,1,41,0
1781,47,2,235647,1,10,1,6,1,0,0,1,1,41,0
25883,31,2,155782,1,10,1,6,1,0,0,1,1,71,0
6058,57,2,193819,4,6,2,6,0,0,0,1,1,41,0
4153,35,0,334423,5,11,2,11,4,1,0,1,1,48,0
16075,31,2,316607,0,14,0,3,0,0,1,1,2340,51,0
290,43,2,171616,1,10,1,1,1,0,0,1,1,56,0
5291,18,2,127367,12,7,0,4,3,0,1,1,1,21,0
7285,55,0,93450,3,15,1,3,1,2,0,1,1,41,3
31041,61,2,152370,7,12,1,6,1,0,0,1,1,61,0
19361,44,2,164694,7,12,1,6,1,0,0,1,1,51,0
25383,37,4,174641,7,12,0,11,0,1,1,1,1,61,0
17803,24,2,193587,5,11,4,8,5,0,1,1,1,41,0
8101,35,2,248796,1,10,0,9,0,0,1,1,1,46,0
15905,74,2,573447,5,11,1,3,1,0,0,1,1,16,0
18007,44,2,156404,12,7,1,2,1,0,0,1,1,41,0
5379,60,2,179595,1,10,1,5,1,0,0,1,1,41,0
13429,57,3,119255,1,10,2,0,0,0,1,1,1,41,0
10728,62,2,28292,1,10,2,8,0,0,1,1,1,83,0
31873,29,2,95567,13,3,3,4,3,4,1,1,1,36,23
5964,35,1,90615,1,10,4,1,0,0,0,1,1,51,0
12732,51,2,160725,3,15,1,1,1,2,0,7299,1,41,12
7376,43,2,136987,1,10,1,1,1,0,0,1,1,36,0
474,22,2,129173,5,11,0,4,0,0,0,2908,1,41,0
14290,22,2,143583,0,14,0,3,3,2,1,1,1,46,0
13677,41,2,300839,13,3,1,6,1,4,0,1,1,41,4
18020,46,4,148255,3,15,2,3,0,0,1,1,1,36,0
